id	cui	judgment	target	weight	source	label	query	why
paragraph_34	C0043031	expected	3	3	paragraph_expected		The patient had atrial fibrillation with rapid ventricular response. Metoprolol was given for rate control, warfarin was adjusted after an elevated INR, echocardiography was ordered, and cardioversion was discussed.	Atrial fibrillation paragraph should retrieve atrial fibrillation, metoprolol, warfarin, INR, echocardiography, and cardioversion.
paragraph_34	C0525032	expected	3	3	paragraph_expected		The patient had atrial fibrillation with rapid ventricular response. Metoprolol was given for rate control, warfarin was adjusted after an elevated INR, echocardiography was ordered, and cardioversion was discussed.	Atrial fibrillation paragraph should retrieve atrial fibrillation, metoprolol, warfarin, INR, echocardiography, and cardioversion.
paragraph_34	C0748243	useful_extra	1	1.5	useful_extra_config	rapid ventricular response		Explicit atrial fibrillation qualifier/finding.
paragraph_34	C1142306	useful_extra	1	1.5	useful_extra_config | precision_audit_review	Atrial fibrillation with rapid ventricular response		Explicit specific atrial fibrillation presentation.
paragraph_35	C0018681	useful_extra	1	1.5	useful_extra_config	Headache		Explicit migraine symptom.
paragraph_35	C0027497	expected	3	3	paragraph_expected		A patient with recurrent migraine reported photophobia, nausea, and unilateral headache. Computed tomography of head was negative, and sumatriptan relieved the acute attack.	Migraine paragraph should retrieve migraine, photophobia, nausea, head CT, and sumatriptan.
paragraph_35	C0075632	expected	3	3	paragraph_expected		A patient with recurrent migraine reported photophobia, nausea, and unilateral headache. Computed tomography of head was negative, and sumatriptan relieved the acute attack.	Migraine paragraph should retrieve migraine, photophobia, nausea, head CT, and sumatriptan.
paragraph_35	C0085636	expected	3	3	paragraph_expected		A patient with recurrent migraine reported photophobia, nausea, and unilateral headache. Computed tomography of head was negative, and sumatriptan relieved the acute attack.	Migraine paragraph should retrieve migraine, photophobia, nausea, head CT, and sumatriptan.
paragraph_35	C0149931	expected	3	3	paragraph_expected		A patient with recurrent migraine reported photophobia, nausea, and unilateral headache. Computed tomography of head was negative, and sumatriptan relieved the acute attack.	Migraine paragraph should retrieve migraine, photophobia, nausea, head CT, and sumatriptan.
paragraph_35	C0202691	expected	3	3	paragraph_expected		A patient with recurrent migraine reported photophobia, nausea, and unilateral headache. Computed tomography of head was negative, and sumatriptan relieved the acute attack.	Migraine paragraph should retrieve migraine, photophobia, nausea, head CT, and sumatriptan.
paragraph_36	C0004936	true_false_positive	-2	4	precision_audit_review	Mental disorders		Unanchored broad mental-disorders vector drift; specific depression, insomnia, and suicidal ideation concepts are useful targets.
paragraph_36	C0074393	expected	3	3	paragraph_expected		Behavioral health evaluated major depressive disorder with insomnia and suicidal ideation. The patient completed a PHQ-9 questionnaire, started sertraline, and arranged close outpatient follow up.	Depression paragraph should retrieve major depressive disorder, insomnia, suicidal ideation, PHQ-9, and sertraline.
paragraph_36	C0917801	expected	3	3	paragraph_expected		Behavioral health evaluated major depressive disorder with insomnia and suicidal ideation. The patient completed a PHQ-9 questionnaire, started sertraline, and arranged close outpatient follow up.	Depression paragraph should retrieve major depressive disorder, insomnia, suicidal ideation, PHQ-9, and sertraline.
paragraph_36	C1269683	expected	3	3	paragraph_expected		Behavioral health evaluated major depressive disorder with insomnia and suicidal ideation. The patient completed a PHQ-9 questionnaire, started sertraline, and arranged close outpatient follow up.	Depression paragraph should retrieve major depressive disorder, insomnia, suicidal ideation, PHQ-9, and sertraline.
paragraph_36	C1718209	expected	3	3	paragraph_expected		Behavioral health evaluated major depressive disorder with insomnia and suicidal ideation. The patient completed a PHQ-9 questionnaire, started sertraline, and arranged close outpatient follow up.	Depression paragraph should retrieve major depressive disorder, insomnia, suicidal ideation, PHQ-9, and sertraline.
paragraph_36	C5203396	useful_extra	1	1.5	useful_extra_config	Suicidal ideation		Explicit psychiatric finding in depression paragraph; semantic type is awkward but concept is useful.
paragraph_36	C5942421	expected	3	3	paragraph_expected		Behavioral health evaluated major depressive disorder with insomnia and suicidal ideation. The patient completed a PHQ-9 questionnaire, started sertraline, and arranged close outpatient follow up.	Depression paragraph should retrieve major depressive disorder, insomnia, suicidal ideation, PHQ-9, and sertraline.
paragraph_37	C0001957	expected	3	3	paragraph_expected		A hospitalized patient developed alcohol withdrawal syndrome with tremor, seizure, and hallucinations concerning for delirium tremens. Lorazepam was administered, and thiamine was ordered before glucose-containing fluids.	Alcohol withdrawal paragraph should retrieve alcohol withdrawal, tremor, seizure, delirium tremens, lorazepam, and thiamine.
paragraph_37	C0024002	expected	3	3	paragraph_expected		A hospitalized patient developed alcohol withdrawal syndrome with tremor, seizure, and hallucinations concerning for delirium tremens. Lorazepam was administered, and thiamine was ordered before glucose-containing fluids.	Alcohol withdrawal paragraph should retrieve alcohol withdrawal, tremor, seizure, delirium tremens, lorazepam, and thiamine.
paragraph_37	C0036572	expected	3	3	paragraph_expected		A hospitalized patient developed alcohol withdrawal syndrome with tremor, seizure, and hallucinations concerning for delirium tremens. Lorazepam was administered, and thiamine was ordered before glucose-containing fluids.	Alcohol withdrawal paragraph should retrieve alcohol withdrawal, tremor, seizure, delirium tremens, lorazepam, and thiamine.
paragraph_37	C0039840	expected	3	3	paragraph_expected		A hospitalized patient developed alcohol withdrawal syndrome with tremor, seizure, and hallucinations concerning for delirium tremens. Lorazepam was administered, and thiamine was ordered before glucose-containing fluids.	Alcohol withdrawal paragraph should retrieve alcohol withdrawal, tremor, seizure, delirium tremens, lorazepam, and thiamine.
paragraph_37	C0040822	expected	3	3	paragraph_expected		A hospitalized patient developed alcohol withdrawal syndrome with tremor, seizure, and hallucinations concerning for delirium tremens. Lorazepam was administered, and thiamine was ordered before glucose-containing fluids.	Alcohol withdrawal paragraph should retrieve alcohol withdrawal, tremor, seizure, delirium tremens, lorazepam, and thiamine.
paragraph_37	C0236663	expected	3	3	paragraph_expected		A hospitalized patient developed alcohol withdrawal syndrome with tremor, seizure, and hallucinations concerning for delirium tremens. Lorazepam was administered, and thiamine was ordered before glucose-containing fluids.	Alcohol withdrawal paragraph should retrieve alcohol withdrawal, tremor, seizure, delirium tremens, lorazepam, and thiamine.
paragraph_38	C0009421	expected	3	3	paragraph_expected		Emergency responders found opioid overdose after fentanyl use with coma and respiratory depression. Naloxone improved ventilation, and the patient was monitored for recurrent sedation.	Opioid overdose paragraph should retrieve opioid overdose, fentanyl, coma, respiratory depression, and naloxone.
paragraph_38	C0015846	expected	3	3	paragraph_expected		Emergency responders found opioid overdose after fentanyl use with coma and respiratory depression. Naloxone improved ventilation, and the patient was monitored for recurrent sedation.	Opioid overdose paragraph should retrieve opioid overdose, fentanyl, coma, respiratory depression, and naloxone.
paragraph_38	C0027358	expected	3	3	paragraph_expected		Emergency responders found opioid overdose after fentanyl use with coma and respiratory depression. Naloxone improved ventilation, and the patient was monitored for recurrent sedation.	Opioid overdose paragraph should retrieve opioid overdose, fentanyl, coma, respiratory depression, and naloxone.
paragraph_38	C0235063	expected	3	3	paragraph_expected		Emergency responders found opioid overdose after fentanyl use with coma and respiratory depression. Naloxone improved ventilation, and the patient was monitored for recurrent sedation.	Opioid overdose paragraph should retrieve opioid overdose, fentanyl, coma, respiratory depression, and naloxone.
paragraph_38	C0579142	expected	3	3	paragraph_expected		Emergency responders found opioid overdose after fentanyl use with coma and respiratory depression. Naloxone improved ventilation, and the patient was monitored for recurrent sedation.	Opioid overdose paragraph should retrieve opioid overdose, fentanyl, coma, respiratory depression, and naloxone.
paragraph_39	C0011880	expected	3	3	paragraph_expected		An adolescent with diabetic ketoacidosis had high blood glucose, serum ketones, metabolic acidosis, and low potassium after vomiting. Insulin infusion and potassium replacement were started in the intensive care unit.	DKA paragraph should retrieve diabetic ketoacidosis, blood glucose measurement, ketones, metabolic acidosis, potassium, and insulin.
paragraph_39	C0021641	expected	3	3	paragraph_expected		An adolescent with diabetic ketoacidosis had high blood glucose, serum ketones, metabolic acidosis, and low potassium after vomiting. Insulin infusion and potassium replacement were started in the intensive care unit.	DKA paragraph should retrieve diabetic ketoacidosis, blood glucose measurement, ketones, metabolic acidosis, potassium, and insulin.
paragraph_39	C0032821	expected	3	3	paragraph_expected		An adolescent with diabetic ketoacidosis had high blood glucose, serum ketones, metabolic acidosis, and low potassium after vomiting. Insulin infusion and potassium replacement were started in the intensive care unit.	DKA paragraph should retrieve diabetic ketoacidosis, blood glucose measurement, ketones, metabolic acidosis, potassium, and insulin.
